ts,device,co,humidity,light,lpg,motion,smoke,temp
1594532043.0352583,b8:27:eb:bf:9d:51,0.0047617381298984,51.6,False,0.0074327498414266,False,0.0197904270217207,22.2
1594532046.7196405,b8:27:eb:bf:9d:51,0.0047791869623627,51.5,False,0.0074524428303678,False,0.0198464416760551,22.2
1594532046.8388026,00:0f:00:70:91:0a,0.0026563642321795,75.80000305175781,False,0.0048728443183326,False,0.0126062492917692,19.700000762939453
1594532050.4060252,b8:27:eb:bf:9d:51,0.0047604456809743,51.5,False,0.0074312903728097,False,0.0197862761177747,22.2
1594532053.390907,00:0f:00:70:91:0a,0.0026563642321795,75.80000305175781,False,0.0048728443183326,False,0.0126062492917692,19.700000762939453
1594532053.6172738,1c:bf:ce:15:ec:4d,0.0040496569682442,76.4000015258789,True,0.0066108910734723,False,0.0174620774695401,25.5
1594532054.093083,b8:27:eb:bf:9d:51,0.0047604456809743,51.5,False,0.0074312903728097,False,0.0197862761177747,22.1
1594532057.7792308,b8:27:eb:bf:9d:51,0.0047818518914854,51.5,False,0.0074554487534961,False,0.0198549925995634,22.2
1594532058.2824454,00:0f:00:70:91:0a,0.0026125893477881,75.80000305175781,False,0.0048146210446623,False,0.0124454191086939,19.700000762939453
1594532061.4653442,b8:27:eb:bf:9d:51,0.0047631369287444,51.5,False,0.0074343292798212,False,0.0197949191967279,22.2
1594532065.149881,b8:27:eb:bf:9d:51,0.0047670666750434,51.5,False,0.0074387658234875,False,0.019807537783425,22.2
1594532066.7857757,1c:bf:ce:15:ec:4d,0.004053072401776,76.30000305175781,True,0.0066149239787415,False,0.0174734565755012,25.5
1594532068.8336866,b8:27:eb:bf:9d:51,0.0047564164192682,51.5,False,0.0074267397168305,False,0.0197733338627828,22.2
1594532072.5191467,b8:27:eb:bf:9d:51,0.0047511015332603,51.6,False,0.0074207354430303,False,0.0197562582856007,22.2
1594532076.2053697,b8:27:eb:bf:9d:51,0.0047457934619985,51.6,False,0.0074147370133659,False,0.0197392002691921,22.2
1594532077.0155797,1c:bf:ce:15:ec:4d,0.0041210505445496,76.19999694824219,True,0.0066949975978393,False,0.0176994871144728,25.5
1594532077.411089,00:0f:00:70:91:0a,0.0027928260727185,75.80000305175781,False,0.0050526720657329,False,0.0131038089189969,19.799999237060547
1594532079.8888104,b8:27:eb:bf:9d:51,0.0047286188798138,51.5,False,0.0073953160040031,False,0.0196839782900207,22.2
1594532083.555568,b8:27:eb:bf:9d:51,0.0047644302162776,51.5,False,0.007435789467132,False,0.0197990722604978,22.2
1594532087.2578795,b8:27:eb:bf:9d:51,0.0047845399375022,51.5,False,0.0074584802821034,False,0.0198636166008352,22.2
1594532087.6754436,00:0f:00:70:91:0a,0.0026563642321795,75.69999694824219,False,0.0048728443183326,False,0.0126062492917692,19.700000762939453
1594532090.9441276,b8:27:eb:bf:9d:51,0.0047684672705125,51.5,False,0.0074403468013625,False,0.0198120345850173,22.2
1594532092.5672314,00:0f:00:70:91:0a,0.0026125893477881,75.80000305175781,False,0.0048146210446623,False,0.0124454191086939,19.799999237060547
1594532094.463704,1c:bf:ce:15:ec:4d,0.0040372414796409,76.0,True,0.0065962230708402,False,0.0174206947339584,25.5
1594532094.628514,b8:27:eb:bf:9d:51,0.0047604839656032,51.5,False,0.0074313336064331,False,0.0197863990785907,22.2
1594532096.9204583,00:0f:00:70:91:0a,0.0026125893477881,75.80000305175781,False,0.0048146210446623,False,0.0124454191086939,19.799999237060547
1594532098.314784,b8:27:eb:bf:9d:51,0.0047697622192191,51.5,False,0.0074418084119791,False,0.0198161919262932,22.2
1594532102.0019765,b8:27:eb:bf:9d:51,0.004743161851513,51.5,False,0.0074117624522435,False,0.019730741718822,22.2
1594532103.9804802,00:0f:00:70:91:0a,0.0026125893477881,75.9000015258789,False,0.0048146210446623,False,0.0124454191086939,19.799999237060547
